,vid_id,ad_view
2254,VID_22827,5141.04
2255,VID_15849,632.856
2256,VID_6295,7.394
2257,VID_4035,4126.364
2258,VID_15408,2015.78
2259,VID_17222,1451.768
2260,VID_6272,12.424
2261,VID_11058,2771.968
2262,VID_7933,40.206
2263,VID_10786,453.682
2264,VID_15374,8.382
2265,VID_19008,58.524
2266,VID_2844,14.55
2267,VID_12873,571.038
2268,VID_1355,714.982
2269,VID_19948,9.39
2270,VID_13963,381.308
2271,VID_21011,3610.042
2272,VID_21482,1069.874
2273,VID_21047,4274.092
2274,VID_4720,798.076
2275,VID_22653,24.93
2276,VID_17703,2282.422
2277,VID_13037,2058.868
2278,VID_18144,1169.184
2279,VID_23720,821.08
2280,VID_15700,13.568
2281,VID_2508,548.828
2282,VID_22904,514.03
2283,VID_17530,42.868
2284,VID_18410,11201.648
2285,VID_1699,9.44
2286,VID_13566,8.908
2287,VID_8420,3894.77
2288,VID_11889,1669.018
2289,VID_895,723.572
2290,VID_3134,18.61
2291,VID_10710,31.728
2292,VID_4238,14.932
2293,VID_11849,1158.476
2294,VID_2588,10786.128
2295,VID_6522,3.344
2296,VID_12950,5189.582
2297,VID_11709,7.18
2298,VID_16269,2118.95
2299,VID_364,1405.444
2300,VID_2644,803.822
2301,VID_23659,364.662
2302,VID_2730,955.5
2303,VID_1454,19753.544
2304,VID_2825,1297.4
2305,VID_20225,7091.396
2306,VID_1489,13798.952
2307,VID_23715,2388.422
2308,VID_12821,1468.928
2309,VID_11847,5501.936
2310,VID_7640,4436.2
2311,VID_19332,28.12
2312,VID_5762,8.752
2313,VID_20998,1365.354
2314,VID_11454,8.628
2315,VID_17762,472.478
2316,VID_691,219.866
2317,VID_21981,5869.02
2318,VID_14040,45649.248
2319,VID_5138,1456.922
2320,VID_2373,3453.808
2321,VID_6714,273.75
2322,VID_19344,933.134
2323,VID_6267,41.166
2324,VID_7897,539.296
2325,VID_13511,7.076
2326,VID_6917,6.058
2327,VID_3310,32.86
2328,VID_14906,1538.458
2329,VID_7881,27.232
2330,VID_13142,36.65
2331,VID_15795,14.71
2332,VID_18665,3417.32
2333,VID_2431,335.056
2334,VID_13625,12521.882
2335,VID_2025,254.866
2336,VID_1001,1425.63
2337,VID_3076,2040.726
2338,VID_16999,208.422
2339,VID_22546,1247.674
2340,VID_22344,1612.742
2341,VID_20339,196.132
2342,VID_504,10.772
2343,VID_17790,3424.352
2344,VID_3641,4.23
2345,VID_18275,1423.55
2346,VID_14821,70.084
2347,VID_1580,6291.074
2348,VID_9979,402.526
2349,VID_21425,12.028
2350,VID_6419,18.606
2351,VID_6374,42.764
2352,VID_23257,178.774
2353,VID_6998,1258.856
2354,VID_8926,310.878
2355,VID_4243,8.842
2356,VID_14086,10.34
2357,VID_22645,3622.584
2358,VID_21879,6490.758
2359,VID_9573,18294.004
2360,VID_1998,224.604
2361,VID_14137,2457.96
2362,VID_7136,391.212
2363,VID_9981,2642.822
2364,VID_11657,38.242
2365,VID_7110,520.19
2366,VID_21099,2395.14
2367,VID_1543,5688.204
2368,VID_5706,10.986
2369,VID_23139,14929.934
2370,VID_5755,71.794
2371,VID_13994,11.118
2372,VID_11854,1865.582
2373,VID_18964,243.97
2374,VID_14089,256.94
2375,VID_1725,1490.428
2376,VID_14435,15.522
2377,VID_13519,1366.614
2378,VID_6687,10.536
2379,VID_992,186.914
2380,VID_13255,842.874
2381,VID_8720,2027.162
2382,VID_22967,3122.93
2383,VID_21862,87.112
2384,VID_1011,44.666
2385,VID_18429,8.644
2386,VID_19556,341.728
2387,VID_11414,207.648
2388,VID_4631,1902.464
2389,VID_886,1138.14
2390,VID_18079,2342.81
2391,VID_16482,77.726
2392,VID_23628,8437.806
2393,VID_2940,12.3
2394,VID_22096,2627.004
2395,VID_18014,8.652
2396,VID_8405,207.548
2397,VID_7807,7.824
2398,VID_12928,3330.94
2399,VID_23436,137.21
2400,VID_2351,10.558
2401,VID_22593,3285.592
2402,VID_10735,3158.5
2403,VID_9377,467.826
2404,VID_12438,10.958
2405,VID_20892,197.794
2406,VID_1087,58996.818
2407,VID_5149,367.646
2408,VID_1085,3622.718
2409,VID_16895,14.956
2410,VID_10319,9.682
2411,VID_4222,19.698
2412,VID_13244,1440.73
2413,VID_14100,1605.782
2414,VID_4217,10.564
2415,VID_10197,80.298
2416,VID_3220,11.842
2417,VID_13107,12.524
2418,VID_6301,11.008
2419,VID_15202,463.438
2420,VID_8263,23.616
2421,VID_10766,10.098
2422,VID_6885,878.526
2423,VID_8141,9.656
2424,VID_20428,13.032
2425,VID_14824,599.852
2426,VID_7651,1033.442
2427,VID_10878,1170.328
2428,VID_4263,311.702
2429,VID_9922,9.308
2430,VID_6475,250.106
2431,VID_15557,86.592
2432,VID_17806,6522.328
2433,VID_17324,538.152
2434,VID_19027,1578.792
2435,VID_21128,557.982
2436,VID_3196,9.42
2437,VID_9196,440.67
2438,VID_17497,44.706
2439,VID_11413,55.958
2440,VID_10917,1925.908
2441,VID_22606,356.326
2442,VID_9824,2041.486
2443,VID_23286,5144.24
2444,VID_9752,2184.026
2445,VID_13761,1725.216
2446,VID_21939,528.258
2447,VID_535,9.676
2448,VID_23444,290.714
2449,VID_1499,9853.904
2450,VID_5034,964.07
2451,VID_9413,4.982
2452,VID_6244,13.288
2453,VID_23106,188.748
2454,VID_19719,3600.002
2455,VID_4412,5.802
2456,VID_18926,3172.226
2457,VID_23637,2082.436
2458,VID_18666,449.3
2459,VID_21005,5926.752
2460,VID_18951,150.496
2461,VID_9165,979.074
2462,VID_3715,1950.162
2463,VID_10362,13.954
2464,VID_2231,12.068
2465,VID_9123,733.232
2466,VID_577,1418.18
2467,VID_11922,6419.616
2468,VID_11881,724.374
2469,VID_21127,225.28
2470,VID_14805,33.94
2471,VID_19323,28.29
2472,VID_10125,234.692
2473,VID_1717,18.744
2474,VID_1819,1323.75
2475,VID_1609,11.374
2476,VID_18343,3391.608
2477,VID_4800,7.334
2478,VID_4740,379.074
2479,VID_6502,12.366
2480,VID_9232,995.76
2481,VID_13675,10.014
2482,VID_2567,237.844
2483,VID_3546,11.428
2484,VID_23743,337.65
2485,VID_23270,859.1
2486,VID_12998,40.166
2487,VID_21509,1466.774
2488,VID_3602,1006.144
2489,VID_21989,5602.692
2490,VID_5159,2272.916
2491,VID_20289,48.29
2492,VID_7900,18.836
2493,VID_3558,8.82
2494,VID_1764,134.122
2495,VID_13204,1499.656
2496,VID_5433,332.954
2497,VID_12037,1524.374
2498,VID_19320,7.376
2499,VID_437,1010.896
2500,VID_17153,546.03
2501,VID_2276,590.628
2502,VID_8949,6.342
2503,VID_16265,1686.516
2504,VID_4154,10.612
2505,VID_10593,1365.684
2506,VID_10169,12494.298
2507,VID_7906,648.932
2508,VID_6160,11.128
2509,VID_13735,4215.256
2510,VID_20644,7.834
2511,VID_22389,943.488
2512,VID_18986,6.526
2513,VID_20038,285.266
2514,VID_8929,1741.17
2515,VID_20100,1446.002
2516,VID_22080,26.034
2517,VID_2332,66.286
2518,VID_20975,22.374
2519,VID_10824,1348.718
2520,VID_15323,1386.664
2521,VID_20227,397.114
2522,VID_9309,299.404
2523,VID_23675,3417.912
2524,VID_7155,479.512
2525,VID_2486,187.218
2526,VID_16861,12.408
2527,VID_8262,530.154
2528,VID_23488,6.096
2529,VID_7263,9.664
2530,VID_20886,58.774
2531,VID_9753,1711.75
2532,VID_8774,10.25
2533,VID_17309,234.212
2534,VID_5337,21.332
2535,VID_3417,14.898
2536,VID_8173,84.878
2537,VID_22302,2732.686
2538,VID_19169,42.932
2539,VID_1565,5179.024
2540,VID_6686,20.6
2541,VID_15440,17.206
2542,VID_1331,27.012
2543,VID_19093,6.68
2544,VID_10763,11.15
2545,VID_9601,34.792
2546,VID_15982,4.216
2547,VID_3000,2884.406
2548,VID_1963,244.13
2549,VID_9075,210.414
2550,VID_16285,10.932
2551,VID_19832,38.334
2552,VID_21280,292.732
2553,VID_2264,152.864
2554,VID_14929,2150.312
2555,VID_15811,1858.044
2556,VID_22700,384.34
2557,VID_20594,16.558
2558,VID_15193,1430.172
2559,VID_7700,11408.292
2560,VID_2820,194.788
2561,VID_812,1324.66
2562,VID_11751,3800.474
2563,VID_22881,580.732
2564,VID_958,1253.168
2565,VID_17729,496.098
2566,VID_11596,1537.956
2567,VID_19325,36.618
2568,VID_2190,421.698
2569,VID_13073,37.306
2570,VID_6840,165.082
2571,VID_12225,964.84
2572,VID_5837,37.662
2573,VID_18859,340.716
2574,VID_3769,77.172
2575,VID_2115,3412.964
2576,VID_3746,11.264
2577,VID_4813,17.418
2578,VID_17143,6860.688
2579,VID_8066,11.056
2580,VID_17772,199.166
2581,VID_10821,1111.996
2582,VID_10238,2907.61
2583,VID_5016,447.176
2584,VID_19825,8.06
2585,VID_23632,489.0
2586,VID_22367,87193.488
2587,VID_19159,22.694
2588,VID_5258,2856.456
2589,VID_2447,1847.396
2590,VID_2285,3505.022
2591,VID_9562,1031.132
2592,VID_8430,15298.61
2593,VID_20007,261.794
2594,VID_12308,71.238
2595,VID_4198,6.642
2596,VID_17417,7.538
2597,VID_16302,1723.21
2598,VID_14813,2073.816
2599,VID_17865,27.344
2600,VID_16200,10.482
2601,VID_2072,312.358
2602,VID_9596,686.866
2603,VID_6098,2432.292
2604,VID_17429,450.66
2605,VID_21895,612.33
2606,VID_9835,2971.224
2607,VID_10989,365.33
2608,VID_2035,840.656
2609,VID_12355,114.484
2610,VID_12657,1038.408
2611,VID_19220,9.862
2612,VID_19275,2420.142
2613,VID_19369,1746.82
2614,VID_18225,1602.85
2615,VID_9897,1061.112
2616,VID_10933,837.972
2617,VID_12062,1357.998
2618,VID_3268,10.964
2619,VID_2127,1909.338
2620,VID_1366,390.522
2621,VID_798,676.358
2622,VID_11037,733.106
2623,VID_8945,249.23
2624,VID_17210,924.648
2625,VID_6112,41.786
2626,VID_22798,14.884
2627,VID_19582,22.322
2628,VID_1276,76.218
2629,VID_19072,2672.82
2630,VID_4995,589.646
2631,VID_14521,1416.47
2632,VID_6580,214.784
2633,VID_7648,290.848
2634,VID_13218,546.818
2635,VID_12709,2290.958
2636,VID_4152,189.918
2637,VID_5017,2152.252
2638,VID_12246,7.02
2639,VID_3971,10.692
2640,VID_388,4572.624
2641,VID_303,8743.816
2642,VID_18386,7.694
2643,VID_8321,185.604
2644,VID_761,13.162
2645,VID_6250,107.924
2646,VID_3051,22.378
2647,VID_8930,25.208
2648,VID_23327,1716.418
2649,VID_10395,9.748
2650,VID_6038,171.028
2651,VID_15890,2374.892
2652,VID_13023,1300.476
2653,VID_15120,3047.572
2654,VID_11617,1946.546
2655,VID_18165,1661.39
2656,VID_5280,6.832
2657,VID_5648,14.128
2658,VID_10782,1243.55
2659,VID_21087,2291.54
2660,VID_21352,1807.654
2661,VID_9585,1499.384
2662,VID_6821,11.338
2663,VID_15087,1898.91
2664,VID_19654,2704.956
2665,VID_10413,60.506
2666,VID_22027,40.536
2667,VID_5081,1084.812
2668,VID_6452,2101.942
2669,VID_16047,1677.468
2670,VID_14887,2427.854
2671,VID_12293,9635.846
2672,VID_10093,612.25
2673,VID_12852,1064.636
2674,VID_2498,1178.972
2675,VID_7027,85.764
2676,VID_2493,2799.802
2677,VID_21706,6771.174
2678,VID_14603,38.564
2679,VID_5878,20.122
2680,VID_965,2237.736
2681,VID_9432,1368.884
2682,VID_9060,25.992
2683,VID_6273,462.794
2684,VID_20500,9.918
2685,VID_18347,5792.702
2686,VID_12503,12.888
2687,VID_19854,8.022
2688,VID_3007,278.31
2689,VID_10533,2000.572
2690,VID_7212,739.7
2691,VID_6928,24.714
2692,VID_10737,298.294
2693,VID_11747,1438.64
2694,VID_7988,116.498
2695,VID_8302,1960.514
2696,VID_13951,3501.504
2697,VID_6027,14.152
2698,VID_15919,1628.994
2699,VID_14027,366.86
2700,VID_3261,9.068
2701,VID_4875,12.154
2702,VID_13573,371.872
2703,VID_22534,354.96
2704,VID_11699,358.026
2705,VID_9756,725.696
2706,VID_18923,12.366
2707,VID_14146,566.004
2708,VID_7005,210.514
2709,VID_17570,242.976
2710,VID_10623,1187.972
2711,VID_20406,455.588
2712,VID_9855,1696.666
2713,VID_4293,52.928
2714,VID_16121,1563.862
2715,VID_6836,4.36
2716,VID_21469,634.584
2717,VID_4587,509.57
2718,VID_15753,25.006
2719,VID_19328,11.69
2720,VID_6206,53.142
2721,VID_14693,1369.406
2722,VID_2621,12.96
2723,VID_6674,12.004
2724,VID_6064,682.114
2725,VID_1561,3670.004
2726,VID_20424,976.03
2727,VID_1743,3048.274
2728,VID_634,7.186
2729,VID_3729,8449.188
2730,VID_14834,455.714
2731,VID_1112,6244.68
2732,VID_12556,221.714
2733,VID_17801,8185.244
2734,VID_15945,2084.94
2735,VID_22283,4381.492
2736,VID_20449,1027.082
2737,VID_19298,3414.714
2738,VID_13682,410.33
2739,VID_22045,13.13
2740,VID_22228,1961.056
2741,VID_10447,11.096
2742,VID_10550,4990.942
2743,VID_16309,2118.95
2744,VID_14611,703.512
2745,VID_10091,285.098
2746,VID_4195,10.664
2747,VID_21884,4089.678
2748,VID_2200,575.094
2749,VID_14959,10.37
2750,VID_22060,12.358
2751,VID_3760,11.956
2752,VID_5295,1897.406
2753,VID_15783,2323.694
2754,VID_17910,173.218
2755,VID_17958,3467.852
2756,VID_18047,288.88
2757,VID_20926,5366.83
2758,VID_3731,6.18
2759,VID_994,988.19
2760,VID_13333,526.75
2761,VID_8368,744.254
2762,VID_5073,2568.642
2763,VID_20503,320.294
2764,VID_10522,46.752
2765,VID_19652,4339.898
2766,VID_4881,11.888
2767,VID_18340,15751.85
2768,VID_10149,540.208
2769,VID_5158,2909.254
2770,VID_18273,68.438
2771,VID_13454,1021.056
2772,VID_13681,2357.796
2773,VID_19689,540.05
2774,VID_21289,5491.562
2775,VID_6464,6.742
2776,VID_13637,15238.662
2777,VID_9351,120.39
2778,VID_8366,610.68
2779,VID_23188,9.348
2780,VID_12067,692.742
2781,VID_8565,7079.46
2782,VID_20572,44.71
2783,VID_22159,369.2
2784,VID_19319,25.322
2785,VID_12375,2185.75
2786,VID_17832,110.106
2787,VID_7709,20300.55
2788,VID_7814,202.936
2789,VID_14806,1653.032
2790,VID_19850,9.482
2791,VID_243,13.602
2792,VID_15442,214.826
2793,VID_7036,15.152
2794,VID_380,4299.424
2795,VID_15738,15.074
2796,VID_6106,86.176
2797,VID_13875,13.25
2798,VID_7114,812.676
2799,VID_21784,4.92
2800,VID_18238,2864.608
2801,VID_2632,6.648
2802,VID_13335,1227.424
2803,VID_11278,301.556
2804,VID_20865,15732.01
2805,VID_5590,251.478
2806,VID_10834,3733.686
2807,VID_14776,18.238
2808,VID_14535,299.704
2809,VID_20753,9.672
2810,VID_11716,1230.39
2811,VID_6442,15.392
2812,VID_14855,11.334
2813,VID_5618,1382.56
2814,VID_15705,17.816
2815,VID_21268,55.29
2816,VID_6719,3.818
2817,VID_12439,5.56
2818,VID_19495,7.174
2819,VID_1413,1030.024
2820,VID_19700,7750.816
2821,VID_18724,2109.79
2822,VID_20607,4319.5
2823,VID_67,390.61
2824,VID_17220,1234.93
2825,VID_5923,4.7
2826,VID_15913,70278.996
2827,VID_16408,31.506
2828,VID_16364,14972.336
2829,VID_16933,1654.67
2830,VID_15529,552.492
2831,VID_11148,147.192
2832,VID_12324,919.798
2833,VID_5617,224.212
2834,VID_7904,6.296
2835,VID_16263,785.762
2836,VID_12364,284.368
2837,VID_12538,9.12
2838,VID_22150,1414.15
2839,VID_3643,9.338
2840,VID_1672,1551.828
2841,VID_12028,16.416
2842,VID_9769,216.142
2843,VID_5028,1215.122
2844,VID_15031,83.734
2845,VID_4006,215.094
2846,VID_13135,538.4
2847,VID_17048,10.718
2848,VID_13862,1786.854
2849,VID_22781,6083.002
2850,VID_4286,3059.156
2851,VID_15754,16.086
2852,VID_6118,14.492
2853,VID_12929,27028.106
2854,VID_20172,9.412
2855,VID_12981,2653.29
2856,VID_19861,10.156
2857,VID_23691,123.616
2858,VID_6638,66.194
2859,VID_8177,778.866
2860,VID_15137,14.14
2861,VID_10369,6.326
2862,VID_18888,239.91
2863,VID_968,226.588
2864,VID_15157,2913.352
2865,VID_23693,1297.236
2866,VID_14298,1462.628
2867,VID_20552,2123.15
2868,VID_9109,1576.374
2869,VID_3272,8.868
2870,VID_19926,181.548
2871,VID_5432,14.668
2872,VID_19362,12.372
2873,VID_2721,228.568
2874,VID_11957,860.854
2875,VID_8323,200.086
2876,VID_645,6458.268
2877,VID_2783,6.784
2878,VID_13684,1466.752
2879,VID_18745,6264.876
2880,VID_2193,9608.482
2881,VID_19488,7.616
2882,VID_6168,4.556
2883,VID_21456,10000.404
2884,VID_7573,502.91
2885,VID_20065,2655.45
2886,VID_11804,211.812
2887,VID_15866,18.26
2888,VID_13110,8.33
2889,VID_7220,362.342
2890,VID_16965,1059.602
2891,VID_20407,738.374
2892,VID_19807,9.0
2893,VID_22434,33286.162
2894,VID_11886,879.776
2895,VID_19299,18094.068
2896,VID_2583,29.688
2897,VID_4770,519.17
2898,VID_3421,7.604
2899,VID_18263,1074.726
2900,VID_22062,36.232
2901,VID_21908,417.136
2902,VID_8584,2073.12
2903,VID_3106,9.802
2904,VID_7464,10.006
2905,VID_684,1294.794
2906,VID_13709,831.25
2907,VID_23655,3342.956
2908,VID_8589,2033.708
2909,VID_4824,15.384
2910,VID_12596,12.022
2911,VID_9452,1333.974
2912,VID_14432,57.88
2913,VID_7849,9.48
2914,VID_6822,1041.46
2915,VID_392,19.524
2916,VID_12777,7.69
2917,VID_13616,964.544
2918,VID_15792,12.864
2919,VID_11060,10579.032
2920,VID_18182,1454.442
2921,VID_12237,1418.282
2922,VID_15759,8.48
2923,VID_15351,666.398
2924,VID_16436,2682.964
2925,VID_16993,39.502
2926,VID_15666,13.98
2927,VID_20082,7159.3
2928,VID_23470,22.694
2929,VID_15347,1353.076
2930,VID_23453,177.764
2931,VID_10613,864.78
2932,VID_20155,1155.468
2933,VID_7919,90.566
2934,VID_289,1526.748
2935,VID_16248,1760.644
2936,VID_15023,18634.534
2937,VID_5776,30.76
2938,VID_7234,264.48
2939,VID_15841,5.358
2940,VID_23258,237.0
2941,VID_3322,10.114
2942,VID_3510,10.65
2943,VID_4057,5.196
2944,VID_8683,1606.622
2945,VID_12924,381.884
2946,VID_19014,534.884
2947,VID_4319,10.714
2948,VID_9574,15960.764
2949,VID_4942,9.916
2950,VID_12485,227.272
2951,VID_18915,2555.604
2952,VID_23465,3045.396
2953,VID_5395,1256.17
2954,VID_4252,19.12
2955,VID_18134,6490.054
2956,VID_4898,43.076
2957,VID_21615,1821.284
2958,VID_9433,1059.78
2959,VID_2216,33.148
2960,VID_17785,9488.694
2961,VID_17327,30986.636
2962,VID_20818,41.53
2963,VID_7475,10.996
2964,VID_20723,7487.288
2965,VID_22157,1841.512
2966,VID_7481,220.294
2967,VID_7159,2286.054
2968,VID_16515,1358.122
2969,VID_274,2602.82
2970,VID_14701,849.34
2971,VID_20123,389.674
2972,VID_4368,1031.838
2973,VID_4574,1705.148
2974,VID_1576,4642.034
2975,VID_11992,3473.062
2976,VID_19868,12.79
2977,VID_8342,757.95
2978,VID_22655,8.662
2979,VID_20712,6.774
2980,VID_9138,439.474
2981,VID_7699,2042.126
2982,VID_8951,372.182
2983,VID_1392,10.452
2984,VID_14808,17713.518
2985,VID_8128,8.65
2986,VID_18170,247.008
2987,VID_8311,1412.332
2988,VID_14550,19107.934
2989,VID_4758,2225.02
2990,VID_6557,838.02
2991,VID_9116,11.202
2992,VID_14788,4703.708
2993,VID_10195,9119.028
2994,VID_23618,1339.196
2995,VID_5136,242.048
2996,VID_12134,197.768
2997,VID_17456,118.958
2998,VID_9063,231.208
2999,VID_16340,1070.598
3000,VID_17438,1648.204
3001,VID_1902,296.242
3002,VID_14458,26.628
3003,VID_17375,1523.972
3004,VID_10451,96.682
3005,VID_7080,1181.788
3006,VID_3016,1285.114
3007,VID_6470,28.994
3008,VID_14853,309.506
3009,VID_11188,35.942
3010,VID_22628,1747.784
3011,VID_5270,21.59
3012,VID_21273,990.052
3013,VID_19242,383.046
3014,VID_9996,757.872
3015,VID_17881,26.39
3016,VID_13545,21.974
3017,VID_11130,78.466
3018,VID_23259,42.616
3019,VID_2417,11.186
3020,VID_3411,11.042
3021,VID_3485,11.908
3022,VID_5738,37.6
3023,VID_3521,10.068
3024,VID_21357,40901.062
3025,VID_6801,1154.29
3026,VID_10981,7.814
3027,VID_19985,628.696
3028,VID_22074,13.608
3029,VID_6537,896.272
3030,VID_16778,12.846
3031,VID_18279,722.61
3032,VID_19019,932.086
3033,VID_11725,5.73
3034,VID_21493,3328.232
3035,VID_3640,11.022
3036,VID_18272,840.106
3037,VID_8331,300.028
3038,VID_16857,15.106
3039,VID_9041,524.856
3040,VID_12401,1948.126
3041,VID_18782,1114.558
3042,VID_10823,28374.364
3043,VID_14699,660.43
3044,VID_20306,221.09
3045,VID_5710,7.95
3046,VID_8172,12.968
3047,VID_15062,9.452
3048,VID_9296,8.178
3049,VID_7831,387.906
3050,VID_4970,181.012
3051,VID_9255,1227.0
3052,VID_23467,2965.072
3053,VID_16581,5035.582
3054,VID_12488,573.808
3055,VID_4011,3.958
3056,VID_3927,12.464
3057,VID_5578,220.71
3058,VID_23153,578.452
3059,VID_12895,170.658
3060,VID_13203,45.424
3061,VID_5749,202.624
3062,VID_200,8.51
3063,VID_4163,780.892
3064,VID_17426,8.7
3065,VID_16544,7.956
3066,VID_2305,435.612
3067,VID_553,1149.42
3068,VID_9506,707.826
3069,VID_6496,9971.828
3070,VID_5699,20.072
3071,VID_16734,242.37
3072,VID_14600,381.782
3073,VID_15112,368.318
3074,VID_16954,433.244
3075,VID_18478,147.9
3076,VID_19389,245.766
3077,VID_1348,489.882
3078,VID_1000,11366.13
3079,VID_16959,955.526
3080,VID_23681,2329.954
3081,VID_14417,6.612
3082,VID_10784,20206.666
3083,VID_8487,3728.382
3084,VID_17040,12.106
3085,VID_16396,36.59
3086,VID_15957,12.75
3087,VID_22207,1121.74
3088,VID_17528,2941.956
3089,VID_15385,2416.938
3090,VID_16682,14.568
3091,VID_661,1432.888
3092,VID_13687,192.852
3093,VID_1438,1700.794
3094,VID_13332,167.966
3095,VID_14000,3385.596
3096,VID_7402,12.386
3097,VID_21416,24.002
3098,VID_1396,40.588
3099,VID_2133,2662.342
3100,VID_3603,2164.356
3101,VID_10454,485.746
3102,VID_491,15.25
3103,VID_4490,2150.748
3104,VID_15588,24709.084
3105,VID_13366,1503.178
3106,VID_8288,36.43
3107,VID_21621,52.306
3108,VID_19232,22.062
3109,VID_20718,33.068
3110,VID_5949,1026.218
3111,VID_16403,3561.26
3112,VID_7954,1885.692
3113,VID_441,1165.444
3114,VID_12114,13.498
3115,VID_8224,274.738
3116,VID_2998,819.912
3117,VID_2676,2925.124
3118,VID_678,5272.732
3119,VID_16659,742.258
3120,VID_1294,919.914
3121,VID_7624,277.452
3122,VID_1277,567.656
3123,VID_9726,1877.488
3124,VID_13732,9644.23
3125,VID_983,7.49
3126,VID_18556,103.668
3127,VID_6037,6.822
3128,VID_19550,2147.392
3129,VID_7145,76.26
3130,VID_8906,573.956
3131,VID_16583,22.812
3132,VID_5260,673.072
3133,VID_15014,421.762
3134,VID_14318,46178.416
3135,VID_12522,941.4
3136,VID_5197,12.276
3137,VID_22396,3673.426
3138,VID_3252,9.486
3139,VID_23438,33.594
3140,VID_16127,8663.734
3141,VID_13860,1461.684
3142,VID_13887,13.002
3143,VID_4865,20.4
3144,VID_15670,15.714
3145,VID_7894,7.052
3146,VID_18048,6.312
3147,VID_4307,125.126
3148,VID_9349,11.31
3149,VID_16991,106.724
3150,VID_17464,146.1
3151,VID_9923,10.186
3152,VID_11287,34.684
3153,VID_18502,7952.816
3154,VID_23104,2361.57
3155,VID_13868,3704.32
3156,VID_14374,446.51
3157,VID_5205,8.69
3158,VID_18728,2247.918
3159,VID_23329,6042.894
3160,VID_16284,20205.39
3161,VID_14059,317.49
3162,VID_17475,2007.28
3163,VID_389,52.252
3164,VID_15706,7.762
3165,VID_11844,286.294
3166,VID_15446,6.848
3167,VID_6039,17.216
3168,VID_6987,2893.418
3169,VID_3855,24.814
3170,VID_18012,3632.044
3171,VID_21988,1691.19
3172,VID_19605,39.838
3173,VID_18707,3399.25
3174,VID_21831,573.772
3175,VID_19381,55.724
3176,VID_272,2541.994
3177,VID_1906,579.03
3178,VID_7930,412.552
3179,VID_2631,3699.954
3180,VID_14335,13162.336
3181,VID_19046,3077.854
3182,VID_9053,12.704
3183,VID_15414,848.092
3184,VID_10692,814.716
3185,VID_2308,779.884
3186,VID_11872,1428.686
3187,VID_13889,2208.716
3188,VID_23727,7161.836
3189,VID_1251,2203.58
3190,VID_6245,14.286
3191,VID_20914,4041.438
3192,VID_6957,2043.14
3193,VID_7865,29.472
3194,VID_13304,179.168
3195,VID_11512,289.298
3196,VID_12553,1469.044
3197,VID_10134,197.67
3198,VID_1632,462.89
3199,VID_22907,1420.632
3200,VID_10816,3044.946
3201,VID_6698,266.338
3202,VID_19970,6001.448
3203,VID_8792,386.984
3204,VID_2040,6278.196
3205,VID_20399,2187.486
3206,VID_13412,449.948
3207,VID_7928,2798.162
3208,VID_16061,593.124
3209,VID_13418,1093.83
3210,VID_19961,3123.924
3211,VID_11194,10.114
3212,VID_4489,668.394
3213,VID_3876,17.73
3214,VID_12616,59.514
3215,VID_11483,65.486
3216,VID_9194,383.314
3217,VID_7765,198.372
3218,VID_18780,70.872
3219,VID_1267,23891.374
3220,VID_13432,4669.524
3221,VID_13302,1649.78
3222,VID_19884,15.24
3223,VID_1695,645.83
3224,VID_7157,1535.452
3225,VID_20876,1290.252
3226,VID_9035,221.786
3227,VID_4313,1595.436
3228,VID_12180,221.858
3229,VID_1759,830.186
3230,VID_21186,4160.576
3231,VID_4989,25.914
3232,VID_17199,1139.226
3233,VID_6433,2113.284
3234,VID_8740,3595.832
3235,VID_1647,28.702
3236,VID_16427,293.76
3237,VID_5806,562.242
3238,VID_12554,6.98
3239,VID_15576,2135.548
3240,VID_20879,9631.65
3241,VID_20580,363.506
3242,VID_8624,1034.464
3243,VID_15575,707.764
3244,VID_18564,16.132
3245,VID_13483,10.648
3246,VID_1657,275.588
3247,VID_1356,427.256
3248,VID_12108,1144.502
3249,VID_6649,7895.578
3250,VID_18405,5718.782
3251,VID_12738,2939.64
3252,VID_13092,1155.398
3253,VID_14201,10.758
3254,VID_13706,1549.746
3255,VID_213,10.732
3256,VID_7224,1894.524
3257,VID_6884,383.072
3258,VID_9722,1538.574
3259,VID_13780,2098.716
3260,VID_13828,2.94
3261,VID_2817,10.658
3262,VID_11366,60.52
3263,VID_4897,10.748
3264,VID_3523,206.082
3265,VID_19135,13648.644
3266,VID_14543,764.366
3267,VID_2061,11.366
3268,VID_754,615.522
3269,VID_23602,353.22
3270,VID_11632,1488.104
3271,VID_14440,301.048
3272,VID_22932,7496.954
3273,VID_7555,1612.98
3274,VID_11213,35.14
3275,VID_2675,398.968
3276,VID_8293,10.428
3277,VID_18726,12591.766
3278,VID_17484,9451.068
3279,VID_18733,1692.524
3280,VID_1059,1359.996
3281,VID_9143,587.72
3282,VID_14665,1906.88
3283,VID_4036,11148.046
3284,VID_3285,30.236
3285,VID_18901,1011.938
3286,VID_20737,9.572
3287,VID_944,8531.678
3288,VID_20956,224.258
3289,VID_11068,6179.998
3290,VID_8123,10.24
3291,VID_8607,1327.658
3292,VID_11993,348.038
3293,VID_11216,37.958
3294,VID_21786,14.218
3295,VID_12321,272.098
3296,VID_9374,40.49
3297,VID_1873,464.658
3298,VID_15341,65.92
3299,VID_1094,637.984
3300,VID_19489,31.876
3301,VID_13966,650.406
